Blulu|Miracles are a name that the religious give to coincidental events with, as yet, no natural explanation. As our knowledge of ourselves and our world grows, the number of ‘miracles’ experienced decreases. There was a time when recovering from a cold would be taken as a miracle. If I pray each day for rain, should I count it a miracle when it eventually does? If so, how about the days when it doesn’t rain? If god gets the credit for fulfilling my prayers, then who gets the blame when they go unmet? Believers will respond that god won’t always do what we want, when we want it done. In other words god gets full credit for everything deemed ‘good’ and bears no responsibility for anything deemed ‘not good’. There are people who see themselves like that too. They are arrogant, defensive and they paint their world the way it suits them. Churches and other religious buildings are full of people like that.
Stephen Colbert|"Agnostics: atheists without balls."
Unknown|A man needs Religion just as a fish needs a bicycle.
unknown|Religion and rape,are all about power and control. 
"Turd Furguson"|As much as I depise religious zealotry of any kind, I have to feel a little sorry for the unquestioning religious automatons produced by organized religion. 
Alexander Loutsis|They say seeing is believing, Has anyone seen god? 
Epicurus|Is God willing to prevent evil, but not able? Then he is not omnipotent.Is he able, but not willing? Then he is malevolent.Is he both able and willing? Then whence cometh evil?Is he neither able nor willing? Then why call him God?
Darwin Chaumont|It takes a priest to make a priest.
Jesse|A god that sends people to hell because the logic in their mind (that he supposedly gave them) told them that the being did not exist must truly be a vain and hypocritical asshole.
Pat Condell|If the Bible is the word of God, and the Qur'an is the word of God, then God must have two words for you. I bet I can guess what they are
Baron von Knifty|If natural disasters, bad germs, nuclear war or the twelve-year-old gang member can do you in tout de suite, then tell me again why you consider yourself so fucking special in the universe.
unknown|if all god's children are created equal why is the pope so high and mighty?
Baron von Knifty|If you must insist on praying for something, pray for the  modern scientists. Creation science will never give anyone an eternal life, but modern science someday will. If they can distinguish you from over six billion people by a microscopic DNA strand, then you can bet your sweet ass eternal life for a physical body is waiting just around the corner. 
Baron von Knifty|Religion: What you don’t see is what you get.Prayer: Getting nothing for something.
Buddha(Kalama Sutta )|Do not believe in anything (simply) because you have heard it. Do not believe in traditions because they have been handed down for many generations. Do not believe in anything because it is spoken and rumoured by many. Do not believe in anything (simply) because it is found written in your religious books. Do not believe in anything merely on the authority of your teachers and elders. But after observation and analysis when you find that anything agrees with reason and is conductive to the good and benefit of one and all then accept it and live up to it.  
Tanner Martin|PROOF is the only truth, not some book written before gravity was discovered.
Sam Harris|“There seems, however, to be a problem with some of our most cherished beliefs about the world: they are leading us, inexorably, to kill one another”
Baron von Knifty|The religious don’t need another life after they die. They need to get a life in this one.
Baron von Knifty|Your life will greatly improve once you realize that Santa Claus, the Easter bunny and the pope are nothing more than advertising gimmicks.
